prec_id,Obama/Biden,Romney/Ryan,Johnson/Gray,Virgil Goode (Write-in),Write-in (miscellaneous)
mcdowell_T.COVE,126,418,4,0,3
mcdowell_WEST M,716,1317,24,0,8
mecklenburg_1,463,597,5,0,4
mecklenburg_2,1162,577,21,0,5
mecklenburg_3,1529,103,5,0,1
mecklenburg_4,1173,337,13,1,2
mecklenburg_5,810,163,12,0,5
mecklenburg_6,1387,187,9,0,1
mecklenburg_7,774,330,15,0,3
mecklenburg_8,596,944,10,1,6
mecklenburg_9,1095,841,19,0,7
mecklenburg_10,958,785,29,0,7
mecklenburg_11,2544,1489,49,0,9
mecklenburg_12,1655,74,5,0,4
mecklenburg_13,1619,450,29,0,5
mecklenburg_14,1508,109,21,0,7
mecklenburg_15,1325,487,36,0,4
mecklenburg_16,2220,26,1,0,2
mecklenburg_17,1241,89,7,0,3
mecklenburg_18,375,834,7,0,0
mecklenburg_19,506,713,11,0,1
mecklenburg_20,842,798,8,0,3
mecklenburg_21,879,503,30,1,1
mecklenburg_22,2210,728,30,0,6
mecklenburg_23,1043,67,8,0,1
mecklenburg_24,1658,221,11,0,3
mecklenburg_25,1702,10,2,0,0
mecklenburg_26,2233,219,16,0,3
mecklenburg_27,1687,69,4,0,0
mecklenburg_28,1235,150,13,0,3
mecklenburg_29,993,331,21,1,2
mecklenburg_30,1257,323,22,0,8
mecklenburg_31,1739,30,0,0,0
mecklenburg_32,453,979,5,0,1
mecklenburg_33,968,269,19,0,3
mecklenburg_34,1117,410,27,0,7
mecklenburg_35,596,565,9,0,3
mecklenburg_36,822,941,16,0,5
mecklenburg_37,693,759,28,0,6
mecklenburg_38,843,414,31,0,6
mecklenburg_39,1459,44,2,0,2
mecklenburg_40,1658,141,13,0,2
mecklenburg_41,1504,113,5,0,3
mecklenburg_42,1915,50,3,1,2
mecklenburg_43,1849,164,12,0,7
mecklenburg_44,746,328,17,0,4
mecklenburg_45,797,297,5,0,2
mecklenburg_46,1355,379,21,0,8
mecklenburg_47,719,989,10,0,3
mecklenburg_48,403,937,3,0,0
mecklenburg_49,703,820,20,1,3
mecklenburg_50,745,489,21,0,4
mecklenburg_51,1000,821,29,0,5
mecklenburg_52,1880,51,3,0,2
mecklenburg_53,2088,156,14,0,4
mecklenburg_54,1822,24,8,1,1
mecklenburg_55,1147,5,3,0,0
mecklenburg_56,1061,14,2,0,0
mecklenburg_57,588,788,10,0,2
mecklenburg_58,597,479,27,0,5
mecklenburg_59,545,350,17,0,5
mecklenburg_60,1462,54,5,0,2
mecklenburg_61,1137,371,10,0,1
mecklenburg_62,1167,210,11,0,1
mecklenburg_63,1166,221,22,0,1
mecklenburg_64,585,230,5,0,2
mecklenburg_65,479,530,14,0,5
mecklenburg_66,569,478,21,0,2
mecklenburg_67,439,623,11,0,5
mecklenburg_68,799,401,9,0,3
mecklenburg_69,1118,1700,25,0,4
mecklenburg_70,561,955,10,0,3
mecklenburg_71,527,882,13,0,1
mecklenburg_72,447,626,7,0,0
mecklenburg_73,596,675,14,0,6
mecklenburg_74,617,1024,15,0,2
mecklenburg_75,769,1329,19,0,6
mecklenburg_76,884,1135,30,0,4
mecklenburg_77,1639,74,4,0,2
mecklenburg_078.1,914,236,13,0,3
mecklenburg_79,782,384,10,0,6
mecklenburg_80,1524,459,15,0,6
mecklenburg_81,2323,404,14,0,4
mecklenburg_82,2066,59,7,0,1
mecklenburg_83,1482,594,9,1,0
mecklenburg_84,1323,201,6,0,0
mecklenburg_85,995,702,21,1,3
mecklenburg_86,407,1040,6,0,3
mecklenburg_87,1022,775,31,0,10
mecklenburg_88,938,855,27,2,13
mecklenburg_89,2629,1246,33,0,11
mecklenburg_90,535,612,13,0,2
mecklenburg_91,1149,1893,15,1,7
mecklenburg_92,844,1111,21,0,2
mecklenburg_93,506,739,11,0,4
mecklenburg_94,987,349,14,0,1
mecklenburg_95,1077,213,12,0,4
mecklenburg_96,651,685,12,0,6
mecklenburg_97,858,196,9,0,1
mecklenburg_98,1641,157,10,0,2
mecklenburg_99,1236,143,12,0,3
mecklenburg_100,858,974,15,0,4
mecklenburg_101,663,923,17,0,4
mecklenburg_102,2108,743,35,2,10
mecklenburg_103,939,1372,20,2,5
mecklenburg_104,2048,126,4,0,3
mecklenburg_105,1916,394,25,0,2
mecklenburg_106,588,663,5,1,2
mecklenburg_107.1,1932,429,12,0,1
mecklenburg_108,1407,126,4,1,4
mecklenburg_109,1039,537,26,0,6
mecklenburg_110,385,573,10,0,1
mecklenburg_111,809,1045,16,0,5
mecklenburg_112,544,994,6,0,3
mecklenburg_113,874,1536,17,0,5
mecklenburg_114,820,1251,27,0,4
mecklenburg_115,799,338,12,0,1
mecklenburg_116,970,179,5,0,3
mecklenburg_117,1134,332,12,0,3
mecklenburg_118,917,1068,12,1,4
mecklenburg_119,443,577,9,0,4
mecklenburg_120,1449,182,11,0,3
mecklenburg_121,887,1830,25,0,3
mecklenburg_122,2114,1262,44,1,8
mecklenburg_123,1351,291,7,2,3
mecklenburg_124,1575,174,5,0,2
mecklenburg_125,685,196,8,0,4
mecklenburg_126,1749,286,12,0,8
mecklenburg_127,985,1815,26,0,2
mecklenburg_128,1219,777,16,0,2
mecklenburg_129,540,203,12,0,1
mecklenburg_130,838,277,14,0,4
mecklenburg_131,440,781,14,0,1
mecklenburg_132,850,306,11,0,4
mecklenburg_133,1136,1958,29,1,4
mecklenburg_134,1938,2072,46,2,13
mecklenburg_135,3687,557,24,1,13
mecklenburg_136,570,910,19,0,2
mecklenburg_137,1309,2438,25,0,3
mecklenburg_138,1390,353,10,0,5
mecklenburg_139.1,980,1376,20,0,0
mecklenburg_140,1504,2059,35,1,2
mecklenburg_141,1943,573,43,0,14
mecklenburg_142,1370,1981,30,0,3
mecklenburg_143,1452,2288,35,0,4
mecklenburg_144,971,1441,19,0,3
mecklenburg_145,3667,2497,56,1,7
mecklenburg_146,2441,408,21,0,3
mecklenburg_147,1991,359,23,0,6
mecklenburg_148,2869,3097,50,0,13
mecklenburg_149,2451,494,20,1,9
mecklenburg_150,1465,762,25,1,8
mecklenburg_151,1903,581,18,0,8
mecklenburg_200,551,491,9,0,5
mecklenburg_201,2684,1294,27,0,3
mecklenburg_202,2043,2457,57,0,8
mecklenburg_203,2673,774,26,0,13
mecklenburg_204.1,2664,534,14,0,8
mecklenburg_205,1312,722,18,0,7
mecklenburg_206,2075,1411,36,0,9
mecklenburg_207,1217,1969,40,0,6
mecklenburg_208,1028,2100,19,0,6
mecklenburg_209,1359,1724,23,2,3
mecklenburg_210,3886,332,15,1,5
mecklenburg_211,3675,1285,45,0,14
mecklenburg_212,4705,1250,66,1,20
mecklenburg_213,2584,256,16,0,7
mecklenburg_214,1606,634,29,2,7
mecklenburg_215,1007,1275,32,0,6
mecklenburg_216,1420,1483,29,2,16
mecklenburg_217,848,814,15,0,7
mecklenburg_218,648,1229,21,0,8
mecklenburg_219,548,933,14,0,6
mecklenburg_220,642,1273,19,0,4
mecklenburg_221,847,1903,26,0,7
mecklenburg_222,3154,938,20,2,4
mecklenburg_223.1,2618,1676,31,0,9
mecklenburg_224,952,695,10,0,3
mecklenburg_225,487,531,13,0,2
mecklenburg_226,1091,1295,21,0,3
mecklenburg_227,1672,1965,31,1,7
mecklenburg_228,1675,669,23,2,9
mecklenburg_229,2178,1948,39,0,15
mecklenburg_230,2654,1155,39,1,6
mecklenburg_231,1477,1073,32,0,6
mecklenburg_232,1496,1909,23,1,1
mecklenburg_233,917,1661,37,1,11
mecklenburg_234,1186,971,27,0,1
mecklenburg_235,1215,925,20,0,4
mecklenburg_236,782,1712,34,0,4
mecklenburg_237,1980,489,35,1,6
mecklenburg_238.1,1232,790,25,1,4
mecklenburg_239,1450,581,17,0,8
mecklenburg_240,1236,2182,30,0,8
mecklenburg_241,1405,1724,23,0,4
mecklenburg_242,440,1553,14,0,2
mecklenburg_243,3204,1949,51,1,19
mecklenburg_CURBSIDE,4114,747,6,0,4
mitchell_01,90,287,7,0,2
mitchell_02,19,118,3,0,0
mitchell_03,33,142,1,0,1
mitchell_04,306,892,20,0,12
mitchell_05,50,285,4,0,0
mitchell_06,32,168,1,0,1
mitchell_07,19,96,0,0,0
mitchell_08,17,97,0,0,0
mitchell_09,116,282,6,0,1
montgomery_BIS,256,326,3,0,0
montgomery_CAN,319,332,8,0,2
montgomery_CHE,81,236,2,0,0
montgomery_ELD,101,375,4,0,1
montgomery_LIT,49,204,3,0,2
montgomery_MTG,586,297,8,0,0
montgomery_OPH,35,126,4,0,0
montgomery_PEE,126,296,8,0,2
montgomery_ROC,252,103,1,0,0
montgomery_STA,169,513,8,0,3
montgomery_T1,294,334,10,0,2
montgomery_T2,156,261,5,0,0
montgomery_UWH,121,361,6,0,1
montgomery_WAD,137,98,2,0,0
moore_BEN,131,388,4,0,0
moore_CAM,169,421,11,0,1
moore_CAR,278,533,22,0,5
moore_DHR,125,450,5,0,0
moore_EAB,325,438,3,0,4
moore_EKWD,88,181,4,0,3
moore_EUR,216,729,9,0,2
moore_EWD,135,290,6,0,0
moore_LTR,241,567,3,0,3
moore_NSP,307,395,15,0,4
moore_PBF,331,505,8,0,1
moore_PDN,347,716,11,0,5
moore_PHA1,260,716,5,0,3
moore_PHA2,94,374,1,0,2
moore_PHB1,226,549,10,0,0
moore_PHB2,152,521,4,0,1
moore_PHC,376,1024,12,0,1
moore_RBN,111,313,2,0,1
moore_SLS,167,469,14,0,0
moore_SSP,599,270,4,0,1
moore_TLT,172,41,1,0,0
moore_VSS,216,416,9,0,3
moore_WAB,415,621,14,0,4
moore_WEM,167,698,2,1,2
moore_WKWD,116,319,7,0,1
moore_WND,136,233,9,0,0
nash_0001,418,747,10,0,5
nash_0002,164,185,3,0,0
nash_0003,195,283,8,0,0
nash_0004,126,674,10,0,2
nash_0005,362,592,10,0,4
nash_0006,208,470,14,0,0
nash_0007,317,156,4,0,1
nash_0008,200,400,1,0,2
nash_0011,292,335,5,1,4
nash_0012,82,233,3,0,0
nash_0015,379,527,8,0,1
nash_0021,289,95,1,0,0
nash_0022,167,185,2,0,0
nash_0025,258,491,5,0,1
nash_0026,129,653,7,0,3
nash_0031,205,67,4,0,2
nash_0032,218,140,3,0,2
nash_0033,486,65,1,0,2
nash_0034,650,103,1,0,0
nash_0035,298,569,7,0,4
nash_0036,273,399,14,0,0
nash_0037,347,370,5,0,1
nash_0038,412,257,7,0,4
nash_0039,193,481,2,0,0
nash_0040A,619,522,19,0,4
nash_0041,108,268,1,0,0
nash_0042,200,118,6,0,2
new hanover_CF01,1315,1179,27,0,5
new hanover_CF02,704,1146,26,0,8
new hanover_CF05,831,1231,26,0,6
new hanover_CF06,853,1092,17,0,6
new hanover_FP02,809,977,32,0,7
new hanover_FP03,480,743,10,0,2
new hanover_FP04,1057,1664,35,0,6
new hanover_FP05,543,916,11,0,3
new hanover_FP06,973,1466,36,0,4
new hanover_FP07,1090,1888,28,0,4
new hanover_H01,602,632,16,1,5
new hanover_H02,615,1913,10,0,4
new hanover_H03,1244,2219,38,0,8
new hanover_H04,992,1486,34,0,11
new hanover_H05,864,1660,43,0,6
new hanover_H06,917,1112,38,0,7
new hanover_H08,1453,2487,42,0,13
new hanover_H09,1670,3410,50,0,11
new hanover_H10,1345,1187,20,1,12
new hanover_H11,1461,2258,52,0,8
new hanover_M02,1633,2748,54,0,19
new hanover_M03,969,1404,33,0,8
new hanover_M04,1836,2624,40,1,15
new hanover_M06,790,1386,21,1,4
new hanover_M07,512,830,8,0,2
new hanover_W03,1363,189,17,0,4
new hanover_W08,971,400,7,0,3
new hanover_W12,724,603,17,0,3
new hanover_W13,860,280,21,0,7
new hanover_W15,2406,619,35,0,8
new hanover_W16,1005,1248,21,0,2
new hanover_W17,824,1007,14,0,3
new hanover_W18,501,583,22,0,8
new hanover_W21,1228,1380,30,0,7
new hanover_W24,1586,1143,66,0,22
new hanover_W25,2075,382,47,0,7
new hanover_W26,1029,579,48,0,9
new hanover_W27,1714,457,31,0,8
new hanover_W28,1226,752,38,0,8
new hanover_W29,2467,95,13,0,4
new hanover_W30,1539,1230,41,0,10
new hanover_W31,1023,1713,26,0,6
new hanover_WB,569,1067,18,0,9
northampton_CONWAY,141,263,2,0,1
northampton_CREEKS,84,154,0,0,0
northampton_GALATI,101,131,0,0,0
northampton_GARYSB,373,29,0,0,0
northampton_GASTON,340,187,1,0,0
northampton_JACKSO,71,84,4,0,0
northampton_LAKE G,218,254,3,0,0
northampton_LASKER,27,104,0,0,1
northampton_MILWAU,84,95,1,0,1
northampton_NEWTOW,121,163,0,0,1
northampton_PENDLE,62,66,0,0,0
northampton_PLEASA,85,25,0,0,0
northampton_POTECA,72,29,0,0,0
northampton_REHOBE,63,49,2,0,0
northampton_RICH S,235,85,0,0,0
northampton_SEABOA,187,101,1,0,0
northampton_SEVERN,100,110,2,0,1
northampton_WOODLA,181,119,3,0,0
onslow_BC21,294,884,21,0,6
onslow_BM08,530,827,23,0,10
onslow_CL10,112,545,13,0,1
onslow_CR07,289,662,25,0,7
onslow_EN03,574,758,23,0,8
onslow_FS16,247,872,26,0,2
onslow_GB12,225,560,17,0,4
onslow_HM05,310,577,11,1,6
onslow_HN14,204,464,2,0,3
onslow_HR17,147,468,9,0,1
onslow_HU20,189,576,24,0,4
onslow_JA01,356,538,6,1,6
onslow_ML23,101,321,4,0,3
onslow_MT24,114,452,12,0,0
onslow_NE22A,335,381,9,0,2
onslow_NE22B,328,682,9,0,3
onslow_NM13,51,415,6,0,2
onslow_NR02,309,77,8,0,0
onslow_RL09,325,722,10,0,7
onslow_SF18,304,1100,14,0,4
onslow_SW19,300,833,22,0,2
onslow_TL06,172,418,14,0,1
onslow_VR15,122,392,12,0,2
onslow_WN04,275,742,12,0,4
orange_BC,369,155,10,0,5
orange_BP,150,52,10,0,3
orange_CA,132,219,4,0,2
orange_CB,252,53,16,0,1
orange_CC,154,83,14,0,3
orange_CF,362,212,8,0,1
orange_CG,173,283,11,0,2
orange_CH,213,56,8,1,1
orange_CO,340,101,17,0,4
orange_CP,283,354,13,1,5
orange_CS1,191,145,6,0,0
orange_CW,244,742,15,1,3
orange_CX,471,568,24,0,4
orange_DA,587,199,6,0,4
orange_DM,389,147,16,0,2
orange_EA,225,106,12,0,2
orange_EF,282,372,16,0,2
orange_EH,254,114,7,0,2
orange_ENO,291,380,15,0,1
orange_ES,325,103,9,0,1
orange_GB,442,322,20,0,3
orange_GL,343,233,16,0,3
orange_GR,253,88,14,0,0
orange_H,117,54,6,0,0
orange_HF,464,261,18,0,2
orange_KM,259,183,10,0,1
orange_LC,430,77,11,0,3
orange_LI,287,162,14,0,3
orange_MF,241,96,13,0,4
orange_NC,232,112,4,0,0
orange_NS,286,106,8,0,3
orange_OG,475,483,17,0,8
orange_OW,380,61,18,0,10
orange_PA,423,306,18,2,2
orange_RF,438,159,17,0,3
orange_SJ,404,152,9,0,3
orange_SM,305,459,11,0,3
orange_TH,281,25,6,0,1
orange_TO,137,301,5,0,1
orange_WC,322,313,6,0,6
orange_WD,345,133,15,0,3
orange_WDS,253,43,1,0,1
orange_WH,322,160,14,1,5
orange_WW,185,55,7,0,0
pamlico_1AL A,109,227,3,0,1
pamlico_5AP,513,920,11,0,4
pamlico_3BY,567,399,7,0,3
pamlico_1GB,136,440,0,0,0
pamlico_4HB,7,132,1,0,0
pamlico_4MSIC,98,45,0,0,0
pamlico_2OT,560,777,11,0,4
pamlico_1RB,204,627,8,0,2
pamlico_2SW,126,183,1,0,0
pamlico_4VM A,82,57,2,0,0
pamlico_CURBSIDE,108,64,0,0,0
pasquotank_1-A,129,74,6,0,2
pasquotank_1-B,168,151,9,0,2
pasquotank_2-A,164,108,5,0,0
pasquotank_2-B,139,61,7,0,0
pasquotank_3-A,135,83,4,0,0
pasquotank_3-B,225,4,0,0,0
pasquotank_4-A,191,23,3,0,0
pasquotank_4-B,377,57,3,0,3
pasquotank_MH,309,469,12,0,1
pasquotank_NEW,256,300,4,0,2
pasquotank_NIX,209,479,11,0,2
pasquotank_PRO,360,601,16,0,4
pasquotank_SAL,100,209,5,0,1
pender_NB01,549,636,11,2,4
pender_SB02,952,1036,14,0,4
pender_CT03,109,61,0,0,0
pender_CS04,307,305,2,0,3
pender_CL05,700,314,7,0,2
pender_GR06,503,400,8,0,5
pender_MH07,63,174,4,0,1
pender_UH08,445,134,3,0,0
pender_LC09,360,590,8,0,1
pender_PL10,74,204,1,0,0
pender_CF11,537,1063,22,0,8
pender_SH12,259,891,14,0,2
pender_SC13,624,1211,14,0,6
pender_UT14,655,1575,24,0,3
pender_SP15,600,1123,23,0,4
pender_LU16,216,478,9,0,1
pender_UU17,366,346,2,0,0
pender_LT18,558,1354,19,0,5
pender_MT19,630,1199,13,0,5
pender_RP20,573,543,11,0,1
pender_CURBSIDE,108,48,0,0,0
perquimans_BELVID,162,315,7,0,1
perquimans_BETHEL,684,1210,12,0,2
perquimans_EAST H,488,267,6,0,1
perquimans_NEW HO,513,935,18,0,3
perquimans_NICANO,50,107,3,0,0
perquimans_PARKVI,608,676,7,2,1
perquimans_WEST H,254,312,7,1,0
perquimans_CURBSIDE,0,0,0,0,0
person_ALVI,769,669,13,0,1
person_BFRK,288,617,5,4,0
person_CUCL,518,775,13,0,1
person_FLRI,1096,2343,35,1,10
person_HLWY,251,485,3,1,0
person_HUML,219,294,3,0,0
person_MTTZ,574,1105,22,0,4
person_OLHI,365,841,12,0,1
person_ROX1,1037,435,4,0,3
person_ROX2,640,724,7,0,3
person_ROX3,949,471,14,0,4
person_ROX4,689,451,6,0,0
person_RX1A,597,949,16,0,2
person_WDSD,426,337,4,0,0
pitt_0101,371,473,15,0,2
pitt_0200A,230,420,15,0,6
pitt_0200B,387,257,5,0,5
pitt_0301,538,329,4,0,1
pitt_0401,441,352,7,0,1
pitt_0501,128,307,6,0,3
pitt_0601,158,594,10,0,3
pitt_0701,187,408,4,0,2
pitt_0800A,456,513,6,0,1
pitt_0800B,368,446,6,0,2
pitt_0901,184,274,3,0,1
pitt_1001,379,555,6,0,4
pitt_1101,208,250,4,0,0
pitt_1102A,195,354,10,1,4
pitt_1102B,266,610,9,0,3
pitt_1201,398,495,8,0,4
pitt_1301,90,240,2,0,0
pitt_1403A1,176,329,7,0,2
pitt_1403A2,193,211,6,0,0
pitt_1403B,326,425,14,0,3
pitt_1501,182,16,1,0,0
pitt_1503,451,63,8,0,2
pitt_1504A,426,62,3,0,1
pitt_1504B,411,223,8,0,2
pitt_1505A,322,169,7,0,1
pitt_1505B,492,45,1,0,1
pitt_1506,248,131,7,0,1
pitt_1507,433,361,19,0,7
pitt_1507B,207,168,10,0,2
pitt_1508A,187,163,9,0,4
pitt_1508B,302,308,13,1,3
pitt_1509,461,541,17,0,7
pitt_1510A,228,430,12,0,2
pitt_1510B,278,394,9,0,4
pitt_1511A,246,497,4,1,2
pitt_1511B,303,422,15,0,3
pitt_1512A,450,388,7,0,5
pitt_1512B,310,264,13,0,6
pitt_1513A,184,283,6,0,2
pitt_1513B,149,251,5,0,2
polk_CG05,205,657,9,0,0
polk_CL07,620,993,20,0,0
polk_CL08,595,1124,10,0,0
polk_GC09,651,1127,10,0,0
polk_SA04,370,627,11,0,0
polk_TR123,1134,986,35,0,0
polk_WO06,438,722,13,0,0
polk_ACCUMULATED,0,0,0,3,29
randolph_01,132,450,10,1,0
randolph_02,108,384,8,0,0
randolph_03,198,663,15,1,0
randolph_04,157,408,6,0,3
randolph_05,301,174,8,0,1
randolph_06,259,314,8,1,0
randolph_07,234,307,10,0,3
randolph_08,165,207,10,0,0
randolph_09,111,300,7,0,0
randolph_10,239,412,7,0,4
randolph_11,116,298,8,0,1
randolph_12,139,409,4,0,4
randolph_13,153,783,13,0,4
randolph_14,83,374,3,0,0
randolph_15,184,544,9,0,0
randolph_16,164,672,10,0,2
randolph_17,131,552,7,0,2
randolph_18,145,581,6,0,3
randolph_19,163,620,13,0,1
randolph_20,202,607,7,0,0
randolph_21,253,834,10,0,2
randolph_22,244,717,8,0,5
randolph_23,536,833,14,0,3
randolph_24,83,326,2,0,2
randolph_25,124,594,11,0,4
randolph_26,147,620,12,0,3
randolph_27,31,211,1,0,1
randolph_28,141,490,12,0,0
randolph_29,217,972,10,0,5
randolph_30,147,846,9,0,3
randolph_31,328,676,15,0,3
randolph_32,328,1011,19,1,2
randolph_33,167,385,12,0,3
randolph_34,179,626,12,0,6
randolph_35,220,768,6,0,4
randolph_36,129,693,18,0,2
randolph_37,123,502,12,0,2
randolph_38,207,948,13,2,3
randolph_39,150,752,19,0,0
randolph_40,128,467,11,0,0
richmond_01,694,406,5,0,0
richmond_02,425,824,15,0,0
richmond_03,79,191,3,0,0
richmond_04,248,250,5,0,0
richmond_05,53,106,0,0,0
richmond_06,131,296,5,0,0
richmond_07,170,137,4,0,0
richmond_08,599,395,3,0,0
richmond_09,612,889,19,0,0
richmond_10,251,111,5,0,0
richmond_11,135,201,0,0,0
richmond_12,211,299,9,0,0
richmond_13,139,220,3,0,0
richmond_14,70,17,0,0,0
richmond_15,31,43,0,0,0
richmond_16,26,110,2,0,0
richmond_ACCUMULATED,0,0,0,4,32
robeson_01,190,158,2,0,1
robeson_02,372,184,8,0,0
robeson_03,135,510,3,0,0
robeson_04,343,337,5,0,1
robeson_05,381,328,4,0,1
robeson_06,175,60,0,0,0
robeson_07,271,96,5,0,3
robeson_08,124,486,5,0,0
robeson_09,193,261,6,0,3
robeson_10,258,206,4,0,1
robeson_11,306,1094,4,0,2
robeson_11A,196,251,5,0,2
robeson_12,238,199,6,0,0
robeson_13,190,310,2,0,1
robeson_14,147,177,6,0,0
robeson_15,151,45,2,0,0
robeson_16,228,10,0,0,1
robeson_17,141,60,2,0,4
robeson_18A,168,409,4,0,4
robeson_19,1021,277,7,0,3
robeson_20,194,261,4,0,5
robeson_21,452,496,9,0,1
robeson_22,540,337,12,0,6
robeson_23,480,444,9,0,9
robeson_24,184,162,2,0,0
robeson_25,216,203,12,0,0
robeson_26,424,158,6,0,1
robeson_27,143,182,5,0,0
robeson_28,218,205,6,0,1
robeson_29,478,200,6,0,0
robeson_30,393,318,16,0,4
robeson_31,516,557,5,0,4
robeson_32,299,459,6,0,1
robeson_33,116,77,6,0,1
robeson_34,231,232,15,0,3
robeson_35,392,355,16,0,3
robeson_36,164,194,5,0,1
robeson_37,33,244,1,0,0
robeson_38,79,91,0,0,0
robeson_39,304,235,10,0,3
robeson_40,129,125,0,0,0
robeson_41,345,802,9,0,4
robeson_CURBSIDE,0,0,0,0,0
robeson_ACCUMULATED,0,0,0,0,0
rockingham_DR,634,830,21,0,4
rockingham_EC,1102,1624,16,2,4
rockingham_ED-1,1075,1571,24,1,3
rockingham_HO,389,868,17,0,3
rockingham_HU,664,1891,27,0,11
rockingham_IR,454,1268,19,0,4
rockingham_LI,857,1711,18,0,10
rockingham_LK-2,972,1482,17,2,5
rockingham_MA,929,1697,21,1,3
rockingham_MC,1429,1721,21,0,7
rockingham_MS,3260,2339,31,0,7
rockingham_NB,545,1742,20,0,3
rockingham_RC,1114,2299,32,0,7
rockingham_SE,1269,1479,15,0,7
rockingham_WS,1658,2705,51,0,8
rowan_01,218,968,14,0,14
rowan_02,420,439,8,0,1
rowan_03,299,1337,18,0,10
rowan_04,481,2098,25,0,9
rowan_05A,716,1937,48,0,15
rowan_07,538,737,10,1,2
rowan_08,750,1490,25,0,5
rowan_09,250,1096,12,0,6
rowan_10,384,1388,26,0,7
rowan_11,665,1276,28,2,10
rowan_12,606,590,8,1,5
rowan_13,246,1036,10,0,5
rowan_14A,835,2154,28,0,13
rowan_15,544,1571,18,0,6
rowan_16,423,694,15,0,5
rowan_17,508,871,21,0,6
rowan_18,688,30,0,0,1
rowan_19A,639,2019,27,0,11
rowan_21,671,1148,22,0,4
rowan_22,119,451,3,0,0
rowan_23,208,792,13,0,1
rowan_24,217,665,7,0,3
rowan_25,459,1809,26,1,12
rowan_26,237,956,22,0,3
rowan_27,285,606,11,0,1
rowan_28,890,583,25,0,4
rowan_29,210,628,10,0,0
rowan_30,524,806,20,0,2
rowan_31,295,730,10,0,9
rowan_32,332,757,8,0,6
rowan_33,171,997,17,0,6
rowan_34,993,707,23,0,10
rowan_35,543,253,14,0,1
rowan_36,1232,568,10,0,3
rowan_38,1384,583,17,0,2
rowan_39,632,675,7,0,5
rowan_40,1019,823,13,0,10
rowan_41,1015,806,7,0,4
rowan_42,1203,11,2,0,2
rowan_44,327,1257,18,0,3
rowan_45,474,433,9,0,5
rutherford_03A,222,1073,16,1,3
rutherford_04A,376,944,13,0,3
rutherford_05A,457,1052,16,2,0
rutherford_06A,531,834,21,1,2
rutherford_09A,448,1552,20,0,10
rutherford_10A,139,573,7,0,3
rutherford_11,840,2363,42,0,7
rutherford_13,1298,1231,25,0,4
rutherford_14,651,842,14,0,4
rutherford_16A,393,1146,17,0,2
rutherford_18,435,850,17,0,6
rutherford_19,332,795,7,0,4
rutherford_27,786,1462,18,0,6
rutherford_28,343,599,6,0,1
rutherford_29,408,765,18,0,3
rutherford_30,1031,1026,21,0,4
rutherford_34,182,680,4,0,0
rutherford_CURBSIDE,152,196,3,0,0
sampson_AUTR,120,432,4,0,2
sampson_CLEM,157,464,4,0,1
sampson_CLCE,177,30,1,0,1
sampson_CLEA,403,213,1,0,1
sampson_CLNE,161,315,6,0,0
sampson_CLSW,155,203,2,0,0
sampson_CLWE,135,287,4,0,0
sampson_GARL,170,167,4,0,0
sampson_GIDD,202,209,1,0,1
sampson_HARR,423,230,7,0,2
sampson_HERR,47,328,1,0,0
sampson_INGO,130,170,1,0,0
sampson_KEEN,112,325,8,0,2
sampson_KFRK,196,299,6,0,1
sampson_LAKE,417,176,1,0,0
sampson_MING,229,807,5,0,0
sampson_NGRV,135,337,2,0,0
sampson_PLVW,157,927,8,0,3
sampson_ROSE,128,270,1,0,1
sampson_ROWA,182,286,4,0,0
sampson_SBRG,118,294,8,0,1
sampson_TURK,223,200,1,0,0
sampson_WBRK,125,424,6,0,8
sampson_CURBSIDE,0,0,0,0,0
scotland_1,1635,238,9,0,0
scotland_2,1060,232,1,0,2
scotland_3,987,1041,7,0,5
scotland_4,1180,1404,20,0,4
scotland_5,297,541,8,0,4
scotland_6,217,134,2,0,0
scotland_7,1369,654,11,0,2
scotland_8,325,446,9,0,0
scotland_9,500,597,9,0,2
scotland_10,645,544,15,0,0
stanly_0002,83,168,10,0,2
stanly_0003,204,283,9,0,1
stanly_0007,170,274,10,0,4
stanly_0008,446,34,1,0,0
stanly_0010,158,256,20,0,3
stanly_0011,91,235,4,0,0
stanly_0012,52,158,7,0,0
stanly_0013,97,341,5,0,0
stanly_0014,87,244,8,0,2
stanly_0015,190,279,4,0,2
stanly_0016,130,231,0,0,0
stanly_0017,125,354,8,0,0
stanly_0018,112,317,5,0,3
stanly_0019,93,464,12,1,0
stanly_0020,111,610,5,0,7
stanly_0021,52,355,3,0,3
stanly_0022,219,502,5,0,1
stanly_0023,144,735,13,0,2
stanly_0024,124,522,16,0,5
stanly_0025,190,740,14,0,3
stanly_0026,138,421,14,0,2
stanly_0027,177,409,2,0,3
stanly_0028,149,185,3,0,4
stokes_01,71,234,10,1,4
stokes_02,243,538,14,0,3
stokes_03,88,498,8,0,5
stokes_04,135,466,11,2,3
stokes_05,100,248,4,3,2
stokes_06,74,256,5,0,2
stokes_07,78,185,6,0,0
stokes_08,128,370,14,1,0
stokes_09,248,541,17,0,7
stokes_10,218,644,16,0,1
stokes_11,214,633,22,0,3
stokes_12,169,577,13,0,3
stokes_13,133,513,12,0,2
stokes_14,178,629,8,0,1
stokes_15,131,434,10,2,3
stokes_16,216,293,8,0,0
stokes_17,156,333,8,2,4
stokes_18,128,72,2,0,0
stokes_19,123,315,5,0,0
