prec_id,Joyce,Vallas,Wilson,Preckwinkle,Daley,Mccarthy,Chico,Mendoza,Enyia,Ford,Salesgriffin,Lightfoot,Fioretti,Kozlar
C21033,3,6,63,56,18,0,5,7,25,4,0,22,0,1
C21034,3,3,81,44,19,3,2,7,23,0,0,30,1,1
C21035,7,6,75,85,36,2,4,8,25,3,0,49,2,0
C21036,5,8,64,61,18,5,3,10,19,4,0,32,1,0
C21037,4,4,67,59,14,1,10,6,15,2,1,25,0,0
C21038,4,1,72,47,12,1,6,12,19,6,0,32,1,0
C21039,2,6,67,55,16,1,3,5,12,2,0,22,1,1
C21040,6,5,77,59,19,1,10,9,12,6,2,28,0,0
C21041,5,9,74,51,15,2,8,15,27,6,2,36,4,0
C21042,8,6,77,60,20,1,6,13,37,3,2,35,0,0
C21043,5,6,59,62,16,2,13,14,22,3,0,29,1,0
C21044,7,7,85,54,17,0,1,12,27,3,0,31,0,0
C21045,3,2,53,53,16,3,6,8,13,1,0,40,2,0
C21046,6,0,89,73,15,0,14,6,18,7,1,36,2,0
C21047,4,2,60,54,22,1,7,7,19,6,1,36,1,0
C21048,3,7,66,50,22,2,18,10,14,5,0,30,2,0
C21049,7,5,86,65,17,3,8,9,26,5,5,41,2,0
C21050,4,2,50,47,18,1,2,7,26,1,2,31,1,0
C21051,5,1,101,52,22,2,8,4,28,6,0,21,3,0
C21052,4,9,74,57,27,3,6,8,17,4,1,28,0,0
C21053,4,6,52,57,17,1,7,3,26,1,1,27,1,1
C21054,7,1,69,55,22,2,3,6,9,2,1,38,1,0
C22001,6,2,35,27,18,4,2,12,3,5,0,17,1,0
C22002,53,8,4,11,50,12,42,72,12,0,1,15,2,5
C22003,36,5,1,20,30,5,43,96,24,2,0,7,3,0
C22004,9,3,1,16,24,6,27,52,11,0,0,12,0,1
C22005,15,2,3,15,14,4,46,65,14,0,0,8,3,2
C22006,11,4,5,17,16,9,14,81,22,3,0,9,1,0
C22007,8,2,0,25,24,1,25,39,9,1,0,9,0,0
C22008,36,10,22,22,54,8,53,59,9,1,1,28,3,4
C22009,9,3,2,23,27,1,21,53,9,0,1,4,1,0
C22010,18,11,3,29,42,15,44,72,15,0,0,13,1,0
C22011,6,1,5,15,20,6,25,57,10,2,0,6,0,0
C22012,22,3,27,17,40,12,30,43,10,4,0,7,1,3
C22013,11,5,5,23,19,7,25,58,15,0,0,11,0,1
C22014,9,4,16,25,16,7,14,50,21,1,0,11,1,1
C22015,10,0,0,9,20,4,36,60,8,0,0,5,1,0
C22016,17,6,3,21,15,5,28,44,8,0,0,7,0,1
C22017,19,3,0,43,30,6,27,51,21,2,0,14,2,0
C22018,9,6,3,18,29,3,20,59,14,1,0,7,0,0
C22019,3,1,22,28,4,0,1,4,10,3,0,10,0,0
C22020,10,3,2,8,20,4,42,49,15,1,0,12,1,0
C22021,2,5,68,51,22,1,4,10,27,10,1,26,0,0
C22022,11,4,9,19,23,4,26,49,27,2,0,16,0,0
C22023,11,5,97,70,31,1,5,9,20,6,0,40,2,0
C22024,23,6,5,12,23,8,38,94,7,1,3,17,0,2
C22025,9,9,6,16,22,7,42,50,18,0,0,15,1,0
C23001,106,29,5,7,51,15,30,34,4,0,0,18,1,3
C23002,80,19,7,13,37,26,43,22,8,2,1,11,4,2
C23003,118,18,2,4,47,21,30,32,8,1,0,8,1,1
C23004,97,29,6,9,42,30,47,44,5,0,0,18,4,2
C23005,15,10,8,20,49,10,26,43,17,3,2,16,1,0
C23006,26,9,8,9,42,19,46,62,10,0,0,12,2,1
C23007,12,7,5,11,30,11,28,53,10,2,0,8,1,0
C23008,35,12,4,12,38,20,47,52,13,0,1,24,1,2
C23009,11,7,10,13,33,0,32,37,6,1,0,14,0,0
C23010,35,13,7,11,34,15,42,64,8,0,0,9,0,0
C23011,20,2,8,14,35,9,42,59,7,2,0,18,2,3
C23012,114,21,7,6,47,14,27,24,7,0,0,14,4,7
C23013,8,4,3,6,25,11,21,51,7,1,1,9,1,2
C23014,89,19,7,8,50,15,28,28,2,0,0,10,2,3
C23015,13,9,6,18,34,2,28,44,8,0,0,3,2,0
C23016,118,36,4,6,59,11,32,20,2,0,0,23,6,1
C23017,12,5,13,7,13,8,18,30,7,2,0,5,0,0
C23018,83,24,2,1,31,24,37,19,0,0,0,10,2,1
C23019,16,2,7,13,24,7,21,30,13,0,0,14,0,1
C23020,10,6,2,8,11,4,24,39,4,0,0,10,0,0
C23021,110,32,5,11,44,11,51,30,7,1,1,9,1,0
C23022,54,10,8,18,49,13,38,52,4,0,0,19,3,2
C23023,60,29,8,10,50,26,33,34,3,1,2,14,2,0
C23024,19,10,2,5,30,16,22,45,7,0,0,8,0,1
C23025,25,12,5,4,21,8,27,29,10,0,0,22,1,3
C23026,23,15,4,14,33,23,39,60,10,1,0,18,2,5
C23027,98,29,7,8,47,16,42,27,3,0,0,8,2,0
C23028,74,28,5,10,51,28,36,38,5,0,0,9,3,5
C23029,58,21,2,11,50,12,39,39,4,0,0,14,0,3
C23030,27,12,4,17,32,12,43,66,9,1,0,20,5,1
C23031,24,8,3,21,24,5,25,31,11,0,1,5,3,1
C23032,28,7,5,10,38,8,34,58,7,1,0,13,0,1
C23033,27,10,7,12,21,5,21,75,9,0,0,12,0,1
C23034,20,3,8,13,21,8,24,38,18,0,0,9,1,0
C23035,65,20,6,4,41,14,30,16,1,0,0,5,1,0
C23036,83,24,9,7,80,18,44,32,4,0,0,8,2,1
C23037,129,29,8,12,46,29,30,28,5,0,1,12,1,3
C23038,66,22,5,8,42,15,32,29,8,0,0,16,4,2
C23039,19,6,4,14,33,5,40,56,5,0,0,21,0,2
C24001,3,2,79,28,9,3,1,2,11,1,0,15,4,0
C24002,6,3,68,30,12,3,2,7,16,7,0,14,0,0
C24003,3,5,48,49,23,1,3,3,25,9,0,16,0,0
C24004,0,2,54,17,19,1,1,0,7,6,0,11,2,0
C24005,0,1,38,25,5,0,2,5,6,2,0,14,1,0
C24006,1,3,82,52,10,1,4,5,25,6,2,20,1,0
C24007,1,2,5,24,11,6,16,19,18,1,0,12,3,0
C24008,2,0,35,16,10,0,1,4,6,2,0,17,0,0
C24009,3,1,61,37,7,1,4,6,8,4,2,21,1,0
C24010,0,0,35,17,5,0,1,1,9,1,0,15,1,0
C24011,1,3,68,50,14,2,6,3,14,7,0,25,2,0
C24012,3,1,46,19,6,0,1,1,12,5,0,16,1,1
C24013,1,0,35,26,6,0,2,2,9,2,0,5,0,0
C24014,0,5,56,35,7,0,1,5,9,4,0,28,2,0
C24015,0,1,43,31,7,0,2,1,3,0,1,9,0,0
C24016,11,3,68,59,42,6,19,51,47,4,0,23,0,0
C24017,1,3,56,26,12,0,3,3,9,4,0,20,2,0
C24018,5,3,72,30,11,1,4,9,13,4,0,12,2,0
C24019,4,4,82,55,18,2,9,9,20,4,0,35,0,0
C24020,1,5,52,24,10,0,3,4,11,3,0,14,3,0
C24021,1,0,39,10,4,0,2,4,6,3,0,8,0,0
C24022,6,1,97,38,10,0,5,12,11,8,1,20,0,0
C24023,5,1,39,29,10,2,1,7,12,6,1,13,3,0
C24024,2,1,67,35,22,1,2,5,19,13,0,18,0,1
C24025,1,4,61,31,6,1,3,3,18,6,0,13,0,2
C24026,5,4,90,69,34,0,3,8,19,11,0,35,4,2
C24027,1,6,63,33,28,5,4,5,14,10,0,29,3,0
C24028,0,1,55,27,14,2,6,3,5,5,1,18,1,0
C24029,3,1,55,35,14,1,2,4,7,7,0,20,2,0
C24030,2,5,30,24,9,0,5,2,9,4,0,9,0,0
C24031,1,3,78,52,16,4,2,9,20,10,0,18,0,0
C24032,0,0,25,24,5,0,3,1,7,3,1,10,0,0
C24033,8,1,36,26,7,2,4,5,4,7,0,14,1,0
C24034,1,4,72,32,18,0,1,6,18,8,0,18,1,0
C24035,8,1,64,30,8,4,2,5,11,6,0,17,3,0
C24036,4,8,83,38,26,3,5,4,20,2,1,31,3,0
C24037,3,1,27,20,9,0,2,6,8,5,0,19,0,0
C24038,2,5,45,43,8,1,5,8,16,11,1,24,0,0
C24039,8,1,69,49,19,2,6,21,17,5,0,27,1,0
C24040,4,3,75,53,12,2,1,6,21,2,0,13,0,0
C24041,3,2,52,27,9,1,3,3,14,11,1,21,0,0
C25001,18,7,3,62,38,5,42,51,25,0,0,32,2,1
C25002,14,6,5,60,27,4,30,54,69,5,1,47,0,2
C25003,11,24,11,36,51,5,12,32,23,2,0,102,7,2
C25004,6,6,51,54,41,2,22,11,32,4,2,34,5,0
C25005,21,12,8,40,46,12,80,46,53,1,0,45,6,5
C25006,11,7,5,9,37,2,10,9,4,1,0,16,2,2
C25007,17,7,4,73,19,7,31,67,61,1,0,45,1,1
C25008,14,12,7,46,39,3,42,68,63,1,2,49,1,2
C25009,20,7,10,44,35,7,33,53,42,1,0,47,5,3
C25010,8,35,3,27,94,5,18,30,22,1,2,72,8,1
C25011,17,8,8,55,21,1,49,57,52,0,0,47,1,4
C25012,24,7,1,44,34,6,33,59,65,1,0,50,1,3
C25013,15,6,2,53,32,4,51,74,62,2,1,38,1,4
C25014,13,11,9,27,55,6,9,15,20,2,2,25,1,3
C25015,18,9,11,39,42,9,32,57,40,0,0,23,1,3
C25016,7,29,6,24,91,20,15,22,13,2,2,92,5,7
C25017,14,10,18,61,42,5,41,68,48,0,3,60,2,3
C25018,19,19,11,19,52,5,21,20,10,2,3,19,3,3
C25019,24,7,11,61,28,5,44,51,54,2,2,52,2,2
C25020,2,3,79,29,17,3,10,9,10,5,2,16,2,0
C25021,13,19,13,61,66,14,14,30,58,4,5,104,6,1
C25022,18,3,5,38,34,5,26,59,49,5,1,42,0,0
C25023,27,14,9,58,39,10,61,56,52,0,0,51,2,0
C25024,19,8,6,53,38,0,51,74,48,1,0,73,2,0
C25025,19,23,10,24,53,12,39,23,38,1,2,60,3,4
C25026,25,9,6,38,32,5,43,67,38,2,0,39,3,0
C25027,8,14,7,29,43,6,15,29,20,0,1,72,2,3
C25028,24,10,3,38,27,7,52,55,56,2,0,52,1,0
C25029,13,7,70,52,22,3,11,27,18,4,0,39,7,1
C25030,24,18,7,55,21,9,39,55,37,0,0,44,1,0
C25031,13,31,7,35,89,10,17,29,13,3,3,102,6,1
C25032,27,19,5,26,40,18,29,66,22,1,0,15,5,3
C26001,2,5,5,37,27,3,22,24,36,1,3,59,1,0
C26002,6,7,19,57,25,8,12,23,36,1,0,31,2,0
C26003,3,15,2,42,24,10,18,15,42,1,0,59,2,0
C26004,3,4,25,30,15,1,11,27,17,5,0,4,0,0
C26005,5,4,18,37,18,3,15,18,32,1,1,38,0,0
C26006,9,0,9,31,18,5,39,43,17,1,1,25,0,0
C26007,3,3,6,49,21,4,5,20,50,0,0,50,1,1
C26008,3,2,8,20,19,2,9,23,14,0,0,7,0,2
C26009,10,8,10,29,28,2,24,34,14,0,0,21,1,3
C26010,7,4,8,39,15,5,16,13,34,3,0,26,2,0
C26011,4,11,17,32,38,6,21,39,20,1,0,23,3,0
C26012,3,11,19,42,35,8,13,25,33,1,2,44,1,0
C26013,5,3,13,10,18,2,16,29,7,1,0,8,1,1
C26014,4,5,11,43,14,2,13,32,21,2,1,19,0,0
C26015,4,1,12,12,18,4,13,29,10,0,0,11,0,0
C26016,2,2,3,12,18,3,13,22,11,1,1,9,0,0
C26017,9,13,3,38,31,13,12,10,11,1,7,52,2,0
C26018,8,5,8,27,24,11,23,23,19,5,1,12,0,0
C26019,3,7,27,16,16,1,11,26,9,1,0,8,1,0
C26020,5,11,7,43,35,4,10,30,26,1,0,42,0,1
C26021,8,6,20,45,24,9,10,24,32,2,0,60,4,0
C26022,6,4,5,14,11,1,11,21,6,0,0,12,0,0
C26023,4,9,6,16,19,1,23,26,15,1,0,18,0,0
C26024,12,3,11,28,31,3,15,29,18,0,0,31,0,2
C26025,7,11,7,44,17,5,24,38,20,3,0,32,1,0
C26026,8,6,6,30,13,2,8,15,26,0,2,23,1,0
C26027,16,10,29,63,29,5,17,32,41,2,1,53,1,2
C26028,12,25,2,50,62,14,27,23,31,0,1,92,2,0
C26029,3,3,11,32,11,3,10,14,17,1,0,22,0,0
C26030,4,5,12,38,10,1,18,28,15,1,0,42,3,0
C26031,3,5,9,19,17,2,12,15,10,1,0,4,0,0
C26032,18,15,5,31,45,7,21,26,22,2,0,64,3,4
C26033,7,5,20,43,19,10,11,29,40,0,2,60,3,0
C26034,8,5,5,69,23,5,25,43,49,1,0,57,0,0
C26035,4,10,11,46,26,8,9,39,27,4,2,39,3,0
C26036,9,11,4,33,30,2,18,20,36,3,3,60,0,1
C26037,8,4,4,54,19,1,13,34,35,0,1,39,0,1
C26038,5,4,12,17,10,1,4,24,6,1,0,6,1,0
C26039,4,9,8,30,35,5,12,24,37,2,1,61,4,1
C26040,4,3,8,26,23,5,12,19,20,3,0,21,2,1
C26041,8,4,13,47,24,4,21,28,29,0,2,35,0,0
C26042,5,4,15,36,20,2,11,21,22,0,0,31,3,0
C26043,7,5,4,9,26,3,11,40,7,1,0,13,0,1
C26044,9,5,8,12,19,2,15,37,4,2,1,8,0,1
C26045,4,1,12,14,8,2,11,20,11,2,0,10,1,0
C26046,10,14,6,26,29,8,6,23,11,1,3,27,1,1
C26047,5,2,1,20,27,2,13,23,10,2,1,12,1,0
C26048,8,7,7,30,17,2,13,19,29,3,0,55,0,0
C26049,4,4,6,12,14,4,9,25,7,0,0,10,0,1
C27001,9,28,6,46,74,8,12,36,42,2,2,104,7,1
C27002,11,17,40,46,38,6,8,14,14,8,1,49,8,4
C27003,2,0,53,19,13,0,1,9,16,4,0,18,2,0
C27004,5,2,20,36,11,0,4,4,21,3,1,22,3,0
C27005,8,2,71,28,18,2,4,13,11,5,1,23,3,0
C27006,7,8,37,46,40,2,4,16,18,3,1,41,2,0
C27007,11,22,8,49,33,6,22,33,44,3,0,82,4,1
C27008,2,2,39,39,15,2,5,8,13,6,0,18,2,1
C27009,7,3,5,21,35,4,4,10,9,2,3,22,3,0
C27010,4,6,102,95,29,4,8,8,10,10,1,39,11,1
C27011,10,8,11,44,69,12,8,27,18,3,3,54,5,2
C27012,12,8,6,19,33,7,12,18,12,0,3,33,5,3
C27013,8,13,60,101,50,2,11,17,37,8,0,48,3,0
C27014,1,2,34,19,2,1,2,9,5,5,0,10,4,0
C27015,2,2,35,23,13,0,2,7,6,9,0,15,0,0
C27016,1,13,3,27,54,6,8,14,27,3,0,50,2,0
C27017,3,10,40,45,22,3,3,18,26,5,0,34,11,0
C27018,2,3,36,44,18,0,4,5,19,4,0,15,5,1
C27019,1,2,29,20,12,0,5,9,8,2,0,12,0,0
C27020,2,1,51,21,5,1,5,10,14,3,0,11,1,0
C27021,4,9,14,31,66,7,11,19,16,2,1,59,0,5
C27022,3,0,37,19,16,1,0,7,6,3,1,15,2,0
C27023,6,1,64,34,21,0,6,6,11,8,0,25,2,0
C27024,2,1,40,24,18,3,6,10,9,1,0,15,0,0
C27025,2,8,38,51,33,2,12,8,29,6,0,23,15,1
C27026,4,6,49,44,29,2,5,7,29,3,0,28,2,1
C27027,5,6,55,49,24,1,12,5,33,5,4,49,5,0
C27028,6,9,15,37,40,2,14,20,6,0,1,32,1,1
C27029,4,4,43,16,13,2,7,14,10,3,0,22,0,0
C27030,2,0,35,23,10,1,1,3,9,2,0,21,6,0
C27031,1,2,70,43,11,0,7,9,19,5,0,13,1,0
C27032,3,8,48,64,14,1,8,5,20,9,0,39,7,0
C27033,4,17,23,32,39,5,17,20,20,2,1,44,2,2
C27034,6,4,76,40,20,1,3,4,15,3,0,16,0,0
C27035,18,14,8,26,47,9,14,29,27,1,1,57,5,4
C27036,1,4,36,30,19,1,8,11,26,6,0,31,3,0
C27037,15,12,43,57,44,7,13,33,19,0,0,64,6,3
C27038,18,6,29,61,68,11,18,19,11,3,1,53,4,2
C27039,10,4,54,32,25,0,12,4,28,3,0,18,11,1
C27040,8,23,13,39,43,10,26,24,30,7,4,60,0,1
C27041,4,1,66,73,22,2,6,7,13,3,0,28,14,1
C27042,7,9,20,25,35,6,3,12,15,1,3,36,1,1
C27043,5,2,31,28,8,5,2,5,21,2,0,25,3,0
C27044,1,2,58,38,15,1,1,2,9,1,1,20,0,0
C27045,10,36,10,52,81,6,15,36,29,0,2,92,3,2
C27046,9,12,2,20,79,3,16,9,6,0,1,33,3,1
C27047,4,10,59,49,26,2,10,6,7,6,1,33,2,0
C27048,10,7,54,73,53,4,8,16,31,5,1,61,4,3
C27049,0,3,60,47,10,1,4,5,13,4,0,13,11,0
C27050,4,1,61,51,17,2,4,7,18,5,1,32,15,0
C28001,5,0,48,21,7,1,1,0,10,11,0,11,1,0
C28002,1,6,59,42,18,2,1,2,20,3,1,30,2,0
C28003,3,2,56,25,6,1,5,7,14,6,1,14,2,0
C28004,5,17,3,27,32,4,17,10,14,1,0,39,6,0
C28005,6,10,30,24,10,1,7,4,8,3,1,28,8,0
C28006,3,7,21,22,33,2,13,5,10,1,0,33,11,0
C28007,2,4,76,33,15,2,4,2,11,15,0,22,1,0
C28008,8,14,6,25,44,3,11,20,12,3,1,52,2,1
C28009,4,6,75,40,17,2,4,3,13,1,0,16,0,0
C28010,9,22,30,43,22,5,13,16,21,5,1,56,5,5
C28011,9,13,41,57,29,8,16,43,73,7,0,62,8,3
C28012,0,5,55,34,14,1,4,7,15,17,0,24,0,0
C28013,8,1,96,50,22,1,3,10,6,8,0,26,2,0
C28014,2,0,60,29,16,0,6,6,24,7,0,12,0,0
C28015,2,1,21,10,4,0,0,2,1,5,0,9,0,0
C28016,0,2,33,15,10,0,0,4,13,8,0,20,5,0
C28017,2,1,66,32,12,0,0,3,13,2,0,18,0,0
C28018,4,0,46,28,23,2,4,4,6,1,0,22,13,0
C28019,9,7,11,27,16,5,20,21,28,0,0,38,5,1
C28020,1,5,77,26,16,0,2,9,14,6,0,24,0,0
C28021,0,2,73,20,6,2,4,3,8,6,0,20,1,0
C28022,3,5,63,30,18,1,2,1,20,8,1,22,0,0
C28023,0,2,88,45,5,2,6,5,14,10,1,22,1,2
C28024,2,2,72,24,15,0,3,4,11,9,0,19,2,0
C28025,2,3,102,60,13,2,4,5,23,9,1,29,1,0
C28026,2,2,87,35,8,0,0,8,5,5,1,23,1,0
C28027,14,23,4,43,36,6,22,11,20,0,0,41,3,3
C28028,18,21,4,40,54,4,32,21,13,4,0,56,5,1
C28029,0,1,31,15,7,2,1,5,5,3,1,13,0,0
C28030,0,0,8,4,1,0,0,0,2,1,0,9,4,0
C28031,11,2,104,55,28,3,4,11,11,22,1,32,2,1
C28032,1,4,72,30,16,0,3,4,13,3,0,15,4,0
C28033,4,3,84,44,12,1,1,6,14,9,0,23,3,0
C28034,11,6,76,50,34,3,7,16,15,9,0,32,1,0
C28035,4,2,76,33,9,1,4,7,14,4,3,16,7,0
C28036,2,2,37,18,6,0,3,2,13,3,0,14,0,0
C28037,5,4,81,35,16,1,4,6,23,8,1,25,0,1
C28038,0,1,31,13,7,0,2,4,2,8,0,7,0,1
C28039,0,3,47,26,13,3,2,5,11,6,0,11,0,0
C28040,7,6,75,40,24,1,8,10,19,16,0,20,3,1
C28041,3,2,34,25,11,2,2,5,13,7,1,16,0,0
C28042,2,2,80,25,17,0,3,6,13,13,1,20,0,0
C28043,5,3,92,32,15,1,3,2,22,22,2,23,0,0
C28044,1,1,64,24,10,0,2,3,6,4,2,13,0,0
C28045,13,9,5,26,35,4,8,15,25,1,0,57,2,1
C28046,11,28,26,55,38,11,38,31,49,2,2,80,6,0
C29001,21,36,32,59,53,7,32,28,22,7,0,60,4,2
C29002,7,3,95,72,33,1,10,11,16,20,1,37,1,1
C29003,8,5,75,53,19,3,4,6,21,16,0,24,0,0
C29004,1,1,79,57,29,4,3,17,24,16,0,32,0,0
C29005,2,2,62,31,11,2,3,4,10,8,0,18,2,0
C29006,3,1,57,35,14,1,8,6,4,15,0,26,1,1
C29007,14,11,46,52,29,1,10,14,25,16,0,35,4,0
C29008,1,3,51,33,8,1,3,3,14,16,0,23,1,1
C29009,18,44,37,33,50,9,30,35,23,2,0,51,3,3
C29010,16,17,43,51,77,4,18,31,29,11,0,77,3,1
C29011,3,3,39,33,22,0,3,4,11,11,0,10,2,0
C29012,9,11,74,63,24,1,8,9,25,23,0,61,2,0
C29013,6,2,83,54,27,7,5,7,16,13,0,37,1,0
C29014,3,1,95,45,21,1,4,2,10,7,1,36,1,0
C29015,6,7,77,57,23,4,2,7,17,22,0,31,3,0
C29016,4,3,58,41,13,2,6,40,14,10,0,33,2,0
C29017,1,2,56,35,41,1,5,7,9,16,0,35,1,0
C29018,6,4,78,44,17,1,6,7,24,8,0,34,1,0
C29019,3,2,59,53,17,0,5,4,28,26,0,36,2,0
C29020,8,7,91,53,21,2,6,6,16,11,2,30,3,1
C29021,3,1,88,51,21,2,0,11,21,10,0,36,4,1
C29022,10,5,40,26,32,7,9,13,20,24,0,19,0,3
C29023,26,29,18,37,45,11,18,28,22,6,1,36,5,2
C29024,2,5,77,39,20,0,7,10,23,11,0,25,0,0
C29025,1,1,86,67,29,3,7,8,27,31,0,45,1,0
C29026,3,11,48,57,28,2,7,9,28,11,0,47,8,0
C29027,1,3,83,34,20,2,2,8,13,16,0,21,1,0
C29028,4,4,78,51,25,5,8,5,22,26,0,32,4,0
C29029,28,30,12,21,49,14,24,33,8,0,1,26,5,6
C29030,18,16,52,72,52,10,21,50,22,9,0,48,4,0
C29031,21,30,9,14,41,21,22,32,5,0,0,18,2,3
C29032,36,20,8,10,32,28,24,37,3,0,0,20,3,1
C29033,7,8,51,49,21,2,6,6,15,17,0,31,0,0
C29034,10,5,37,26,16,8,2,13,20,22,1,13,6,0
C29035,4,1,50,22,14,1,4,6,14,16,0,25,7,1
C29036,2,6,56,42,25,3,4,7,15,17,0,28,2,0
C29037,6,4,70,46,12,0,5,15,18,22,1,17,0,0
C29038,13,12,19,24,32,12,29,46,9,1,0,22,4,2
C29039,28,18,11,20,46,16,28,50,7,0,0,14,2,1
C29040,12,5,84,63,27,1,6,13,25,18,0,28,6,0
C29041,3,2,53,27,18,2,11,9,16,11,0,25,3,0
C29042,2,4,103,44,21,4,2,5,11,14,0,33,0,0
C29043,14,12,42,52,46,6,34,16,30,10,0,55,3,0
C29044,6,14,82,54,28,4,5,8,28,19,0,51,4,0
C30001,15,15,11,27,39,9,42,55,21,1,0,37,2,3
C30002,18,14,9,27,47,11,38,60,6,0,0,40,3,7
C30003,9,6,1,23,26,1,13,38,32,0,0,63,0,1
C30004,12,21,9,23,29,14,20,54,15,0,1,24,9,1
C30005,15,5,1,11,28,8,23,47,9,1,0,13,0,0
C30006,15,7,13,19,48,10,28,64,3,2,0,16,5,2
C30007,14,17,10,42,42,20,18,54,10,1,0,64,2,1
C30008,15,9,8,52,40,9,29,47,49,0,0,55,5,2
C30009,10,14,3,25,24,19,31,42,11,0,0,34,5,3
C30010,9,18,11,25,44,10,39,65,16,2,0,24,2,3
C30011,4,10,8,23,39,17,28,68,7,0,0,10,3,1
C30012,19,11,7,21,33,8,19,49,5,0,0,18,0,3
C30013,16,6,9,21,45,10,34,55,13,1,0,20,2,2
C30014,5,8,10,12,22,11,18,37,5,2,0,4,2,2
C30015,11,26,5,45,52,10,24,23,15,1,0,85,1,1
C30016,8,6,6,9,17,4,28,32,8,0,0,14,0,0
C30017,19,12,13,34,38,14,25,57,23,0,2,31,7,2
C30018,16,6,6,53,20,10,20,39,36,4,1,63,1,3
C30019,17,7,5,15,32,10,25,71,14,2,0,11,2,2
C30020,28,13,8,25,44,15,21,46,17,1,2,46,5,1
C30021,11,15,5,12,51,17,25,42,11,1,0,15,1,1
C30022,14,14,6,53,52,13,26,47,32,0,0,69,1,0
C30023,9,6,9,33,25,15,17,53,32,0,0,42,0,2
C30024,6,5,10,47,28,19,7,43,72,2,0,75,2,7
C30025,9,5,9,68,30,7,18,54,52,2,1,83,6,4
C30026,18,7,9,11,31,7,18,43,14,0,0,22,3,2
C30027,7,11,6,23,22,8,27,48,3,0,0,25,1,1
C30028,12,20,5,34,35,9,12,56,31,1,2,61,0,0
C30029,8,4,4,9,14,2,20,39,0,1,0,9,0,0
C30030,8,3,7,11,12,5,15,39,5,0,0,7,1,0
C30031,13,13,10,23,26,8,12,38,10,1,1,24,4,1
C30032,9,20,3,23,24,11,20,32,30,0,0,45,0,1
C31001,3,10,3,6,16,6,30,30,13,0,0,21,0,0
C31002,8,5,4,5,31,4,19,40,12,0,0,10,0,0
C31003,13,6,2,15,32,7,24,52,3,1,0,13,2,1
C31004,7,7,7,42,33,9,14,38,33,0,1,49,0,2
C31005,12,6,6,24,30,4,27,61,9,0,0,24,1,0
C31006,9,5,5,19,33,9,12,33,8,0,0,9,2,0
C31007,12,5,13,48,21,5,9,22,41,0,0,76,0,2
C31008,1,9,4,14,11,8,13,35,8,0,0,19,2,1
C31009,8,6,1,15,16,6,23,36,6,0,0,15,0,0
C31010,8,7,5,12,20,7,9,36,12,1,0,15,3,1
C31011,1,10,7,13,25,8,9,32,5,0,0,14,1,1
C31012,6,15,4,15,22,8,17,39,6,0,0,21,0,0
C31013,4,6,4,14,28,4,26,41,11,0,0,27,1,0
C31014,3,2,6,15,32,6,16,37,8,0,0,20,2,1
C31015,9,8,8,16,16,4,20,38,14,0,2,12,6,1
C31016,5,2,5,44,6,4,22,23,27,0,0,57,0,0
C31017,13,4,7,13,26,12,30,27,0,1,1,20,1,1
C31018,7,3,2,16,18,7,21,37,6,3,2,15,1,0
C31019,11,5,5,12,27,9,13,42,7,0,0,18,0,0
C31020,10,11,8,8,35,2,19,39,3,0,0,8,0,0
C31021,7,8,11,10,24,9,23,42,6,1,0,13,4,2
C31022,7,1,6,11,23,4,8,24,14,4,0,16,1,0
C31023,8,8,6,25,27,4,15,30,23,1,0,17,2,3
C31024,7,4,8,15,32,9,25,51,10,1,0,20,4,0
C31025,7,3,12,10,18,6,16,33,8,1,0,10,0,3
C31026,14,6,6,27,32,8,17,36,10,1,0,27,3,0
C31027,21,7,9,24,41,6,19,43,8,1,1,9,2,3
C31028,10,6,2,4,12,0,16,30,6,0,2,19,2,3
C31029,9,6,11,6,40,9,34,44,13,2,1,16,1,1
C31030,7,6,2,14,18,3,16,20,10,0,0,12,0,1
C31031,16,10,5,19,25,9,9,46,5,0,0,12,0,1
C31032,3,8,5,7,13,14,20,32,2,1,0,12,0,3
C31033,5,7,4,10,31,11,12,26,12,1,0,10,0,1
C31034,11,7,10,13,28,6,15,32,5,0,1,24,3,0
C31035,5,5,14,14,39,12,11,38,11,0,0,28,3,2
C31036,7,15,5,13,30,9,31,49,17,0,0,20,2,2
C31037,8,8,7,14,29,13,20,33,3,0,1,13,0,1
C31038,8,5,8,11,32,1,18,28,3,0,0,5,2,0
C31039,3,6,7,40,22,6,4,23,21,3,0,33,0,0
C31040,5,7,7,27,10,10,16,22,34,0,0,31,3,0
C31041,6,2,11,24,25,5,6,50,13,0,1,9,0,0
C32001,15,28,6,42,56,7,24,36,25,3,0,66,6,2
C32002,14,19,1,28,52,9,11,15,34,3,0,88,1,0
C32003,17,11,5,77,30,6,16,29,68,1,3,116,5,3
C32004,10,15,6,45,60,5,18,13,26,1,5,100,7,2
C32005,12,15,3,37,68,4,12,13,39,2,0,91,1,1
C32006,6,17,3,49,42,4,10,32,15,0,4,111,0,1
C32007,7,14,1,37,49,1,17,25,23,1,5,94,6,1
C32008,11,19,2,24,74,5,18,23,33,2,3,101,2,2
C32009,18,15,8,29,52,9,14,28,23,1,0,71,2,1
C32010,13,27,7,24,81,10,10,24,30,3,1,72,3,3
C32011,5,9,2,52,15,1,13,19,70,2,1,107,1,3
C32012,10,7,4,57,25,2,9,22,44,3,1,63,4,2
C32013,20,25,5,31,76,7,14,23,15,1,1,56,2,5
