prec_id,Emanuel,Wilson,Fioretti,Garcia,Walls
C08031,90,44,19,46,12
C08032,105,44,2,53,17
C08033,129,64,9,47,8
C08034,104,74,10,58,13
C08035,136,72,15,74,18
C08036,118,62,16,63,22
C08037,108,32,19,68,18
C08038,80,42,7,32,17
C08039,107,62,6,80,12
C08040,92,35,4,50,15
C08041,108,64,13,55,18
C08042,131,71,5,84,26
C08043,48,37,2,36,9
C08044,71,33,6,50,18
C08045,84,48,5,37,10
C08046,66,52,11,56,11
C08047,106,63,2,47,7
C08048,93,46,8,48,21
C08049,111,49,11,79,14
C08050,132,64,8,83,12
C08051,123,74,12,69,9
C08052,145,87,15,75,38
C08053,64,42,5,31,14
C08054,86,36,5,34,7
C08055,90,32,5,26,8
C08056,132,38,15,70,26
C09001,124,59,4,37,21
C09002,95,59,5,45,12
C09003,52,51,3,25,13
C09004,95,37,9,36,10
C09005,111,58,7,48,17
C09006,96,71,6,52,27
C09007,78,42,6,33,10
C09008,88,58,9,38,13
C09009,140,71,9,58,17
C09010,86,62,2,36,16
C09011,72,47,9,45,8
C09012,112,66,12,64,26
C09013,138,77,14,67,14
C09014,159,77,17,79,13
C09015,57,57,6,23,10
C09016,104,55,10,48,14
C09017,75,55,2,32,21
C09018,61,46,8,35,8
C09019,86,58,10,54,11
C09020,131,62,7,67,17
C09021,110,56,7,34,17
C09022,133,49,19,60,17
C09023,117,64,13,71,19
C09024,127,57,9,68,10
C09025,88,62,12,79,12
C09026,64,30,7,37,15
C09027,102,59,10,31,18
C09028,60,27,2,34,1
C09029,100,55,3,48,22
C09030,69,66,10,47,9
C09031,86,63,12,30,10
C09032,96,62,9,57,13
C09033,91,40,4,26,17
C09034,75,70,7,30,9
C09035,133,58,16,44,16
C09036,102,44,7,44,11
C09037,145,24,57,90,10
C09038,103,52,8,53,18
C09039,109,59,12,58,19
C09040,140,62,13,58,17
C09041,104,47,12,42,11
C09042,118,51,8,108,19
C09043,86,51,12,39,14
C09044,79,74,6,60,18
C09045,87,49,6,33,9
C09046,114,57,10,52,17
C09047,142,69,16,76,15
C09048,110,68,12,65,22
C09049,96,54,12,52,20
C09050,134,61,22,113,31
C09051,106,65,9,64,23
