prec_id,Donald J. Trump,Gary Johnson,Hillary Clinton,Jill Stein (Write-In),Write-In (Miscellaneous),JIll Stein (Write-In)
watauga_7,400,54,284,11,19,
watauga_4,463,34,214,3,20,
watauga_5,80,13,136,6,11,
watauga_2,325,10,49,2,3,
watauga_OS MEAT CAMP,479,23,229,4,11,
watauga_11,374,24,155,7,8,
watauga_8,416,17,148,8,13,
watauga_14,295,33,227,7,11,
watauga_16,52,1,7,2,1,
watauga_19,556,36,249,5,7,
watauga_OS BLOWING ROCK,581,33,460,1,19,
watauga_OS ADMIN,3768,309,4926,69,147,
watauga_9,114,5,60,1,1,
watauga_6,130,41,207,8,12,
watauga_3,329,27,223,8,17,
watauga_12,118,37,193,5,6,
watauga_15,375,35,257,12,20,
watauga_ABSENTEE MAIL,526,40,635,5,24,
watauga_17,184,2,67,0,2,
watauga_OS ASU,1606,398,4271,87,98,
watauga_10,233,13,71,3,1,
watauga_OS WESTERN W,744,21,285,7,12,
watauga_18,327,27,91,4,12,
watauga_13,187,35,198,5,19,
watauga_OS DEEP GAP,677,24,244,2,20,
wayne_7,451,28,208,0,2,
wayne_27,71,4,240,0,1,
wayne_20,15,7,339,0,1,
wayne_1,259,13,101,1,6,
wayne_4,537,21,168,0,10,
wayne_25,215,12,99,0,3,
wayne_28,392,11,272,0,2,
wayne_29,97,5,225,0,5,
wayne_22,126,8,171,1,2,
wayne_2,461,14,193,0,7,
wayne_8,457,22,90,1,6,
wayne_5,329,28,123,0,8,
wayne_11,103,7,223,0,7,
wayne_16,316,10,156,0,4,
wayne_19,27,4,232,2,0,
wayne_14,261,16,107,0,6,
wayne_18,31,5,200,0,3,
wayne_21,98,5,185,1,5,
wayne_13,106,8,160,1,3,
wayne_10,62,5,259,0,3,
wayne_15,447,19,123,1,4,
wayne_12,174,15,202,0,9,
wayne_17,22,5,238,1,1,
wayne_ABSENTEE,698,41,541,4,22,
wayne_30,55,2,200,0,2,
wayne_24,716,18,104,0,2,
wayne_9,274,13,92,1,3,
wayne_6,137,10,132,0,2,
wayne_26,201,13,250,0,4,
wayne_23,187,19,183,0,6,
wayne_3,463,19,94,1,2,
wilson_PRTO,558,22,357,0,12,
wilson_PRWE,95,10,216,0,0,
wilson_PRWQ,2,0,147,0,0,
wilson_CURBSIDE,0,0,0,0,0,
wilson_PRWN,24,8,456,0,1,
wilson_PRWI,128,5,243,0,2,
wilson_PRWB,13,1,224,0,1,
wilson_PRWC,28,1,305,0,2,
wilson_PRWA,33,7,180,0,5,
wilson_ABSENTEE,652,35,469,0,9,
wilson_PRGA,401,16,243,0,9,
wilson_PRWH,2,3,238,0,0,
wilson_PRWR,19,4,281,0,1,
wilson_PRWP,246,8,151,0,6,
wilson_PRBL,607,19,175,3,2,
wilson_PRWD,261,18,135,0,8,
wilson_PRWK,227,11,105,0,13,
wilson_PRCR,535,17,190,0,4,
wilson_PRSA,259,3,167,0,2,
wilson_PRWL,318,24,219,0,7,
wilson_PRSP,528,15,152,0,0,
wilson_PRWJ,225,28,337,0,6,
wilson_PROL,701,16,203,0,5,
wilson_PRTA,605,27,439,0,15,
wilson_PRST,246,13,205,0,4,
wilson_PRWM,308,24,390,0,14,
washington_P1,62,5,158,1,1,
washington_SK,202,7,137,0,2,
washington_ABSENTEE,45,1,77,0,1,
washington_P2,51,2,179,0,0,
washington_P3,269,6,240,0,3,
washington_LM,149,2,342,0,1,
washington_SC,321,10,202,0,1,
warren_5,169,8,669,0,3,
warren_12,405,12,178,0,3,
warren_4,205,14,372,0,1,
warren_7,143,9,415,0,1,
warren_10,260,19,995,0,15,
warren_2,363,9,247,0,5,
warren_3,254,11,445,0,4,
warren_13,189,3,246,0,5,
warren_11,73,5,191,0,2,
warren_14,227,16,754,0,9,
warren_6,233,9,584,0,6,
warren_1,437,12,317,0,9,
warren_8,90,15,779,0,4,
warren_9,166,4,221,0,2,
wilkes_121,542,12,99,0,6,
wilkes_OS MULBERRY,843,23,155,1,9,
wilkes_107,728,17,109,0,14,
wilkes_110,111,7,29,0,2,
wilkes_OS PLEASANT HILL,1327,28,226,0,13,
wilkes_109,272,7,77,1,0,
wilkes_117,492,19,91,1,6,
wilkes_105,353,9,54,1,5,
wilkes_104,426,12,93,0,1,
wilkes_128,721,25,161,3,5,
wilkes_113,452,13,122,3,6,
wilkes_123,373,7,61,0,1,
wilkes_111,402,16,75,0,5,
wilkes_108,299,13,132,0,4,
wilkes_102,426,16,123,3,6,
wilkes_115A,807,18,139,0,8,
wilkes_OS MILLER CRK,1346,28,283,2,8,
wilkes_119,717,20,134,1,8,
wilkes_103,201,7,34,0,5,
wilkes_101,254,9,57,1,1,
wilkes_122,418,9,20,0,4,
wilkes_127,285,19,176,1,7,
wilkes_125,257,3,45,0,2,
wilkes_114,227,7,33,0,1,
wilkes_126,278,1,35,1,0,
wilkes_124,460,10,88,0,3,
wilkes_ABSENTEE,735,25,288,0,10,
wilkes_OS OFFICE,7188,168,2959,8,50,
wilkes_129,423,13,126,0,8,
wilkes_106,353,9,64,0,5,
wilkes_112,611,23,120,0,7,
wilkes_120,451,9,74,3,2,
wilkes_118,285,23,226,1,15,
wilkes_OS MTN VIEW,561,11,88,0,1,
yancey_07 BRU,163,3,91,1,1,
yancey_09 SOU,766,24,596,4,16,
yancey_08 CRA,1260,46,522,6,17,
yancey_02 CAN,677,30,238,12,10,
yancey_11 PRI,639,28,198,1,11,
yancey_03 EGY,207,12,114,2,2,
yancey_04 RAM,161,14,54,0,1,
yancey_05 GRE,207,5,107,1,0,
yancey_01 BUR,1347,69,869,9,17,
yancey_10 PEN,270,9,106,1,0,
yancey_06 JAC,688,21,301,4,2,
yadkin_DCRK,538,15,97,1,3,
yadkin_SLIB,687,24,110,2,6,
yadkin_EBND,834,25,203,3,11,
yadkin_FBSH,959,37,172,4,17,
yadkin_NKNB,879,33,286,5,11,
yadkin_SBCK,332,14,80,1,5,
yadkin_NFAL,452,16,54,1,7,
yadkin_SFAL,591,8,74,0,7,
yadkin_NLIB,570,24,168,2,12,
yadkin_BNVL,949,26,179,5,5,
yadkin_NBCK,510,11,82,0,2,
yadkin_SKNB,440,8,42,0,3,
yadkin_ABSENTEE,419,19,95,3,6,
